station,base_date,forecast_date,step_ahead_days,_SM10,_SM20,_SM30,_SM45,_SM60,_SM75
szod,2025-09-01 02:00:00,2025-09-06 02:00:00,5,2.584672212600708,3.041918992996216,2.699726104736328,1.728005051612854,3.5546860694885254,1.297425389289856
szod,2025-09-01 02:00:00,2025-09-07 02:00:00,6,2.584672212600708,3.041918992996216,2.699726104736328,1.728005051612854,3.5546860694885254,1.297425389289856
szod,2025-09-01 02:00:00,2025-09-08 02:00:00,7,2.584672212600708,3.041918992996216,2.699726104736328,1.728005051612854,3.5546860694885254,1.297425389289856
tazlar,2025-09-01 02:00:00,2025-09-02 02:00:00,1,1.6327316761016846,4.49021053314209,2.472806215286255,1.4361740350723267,3.742068290710449,1.9155826568603516
tazlar,2025-09-01 02:00:00,2025-09-03 02:00:00,2,1.6327316761016846,4.49021053314209,2.472806215286255,1.4361740350723267,3.742068290710449,1.9155826568603516
tazlar,2025-09-01 02:00:00,2025-09-04 02:00:00,3,1.6327316761016846,4.49021053314209,2.472806215286255,1.4361740350723267,3.742068290710449,1.9155826568603516
tazlar,2025-09-01 02:00:00,2025-09-05 02:00:00,4,1.6327316761016846,4.49021053314209,2.472806215286255,1.4361740350723267,3.742068290710449,1.9155826568603516
tazlar,2025-09-01 02:00:00,2025-09-06 02:00:00,5,1.6327316761016846,4.49021053314209,2.472806215286255,1.4361740350723267,3.742068290710449,1.9155826568603516
tazlar,2025-09-01 02:00:00,2025-09-07 02:00:00,6,1.6327316761016846,4.49021053314209,2.472806215286255,1.4361740350723267,3.742068290710449,1.9155826568603516
tazlar,2025-09-01 02:00:00,2025-09-08 02:00:00,7,1.6327316761016846,4.49021053314209,2.472806215286255,1.4361740350723267,3.742068290710449,1.9155826568603516
